student,currProb,course,session,priorTutorAction,reward,Interaction,TotalTime,cumul_TotalTime,cumul_TotalPSTime,cumul_DirectProofActionCount,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_medianProbTime
00d8-F14,4.1.3.0,226-002-BARNES-F14,2,PS,40.47330097,108,388.911,1393.772,1349.093,60,705.756679,623.5281073,506.664
00d8-F14,5.1.1.0,226-002-BARNES-F14,2,PS,0,71,272.249,272.249,272.249,10,113.2824938,220.7980538,67.9345
00d8-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,11,9.976,282.225,272.249,20,58.20607937,172.7969031,41.78
00d8-F14,5.1.3.0,226-002-BARNES-F14,2,PS,78.75,51,173.865,456.09,446.114,37,537.6411391,788.7727724,354.852
00d8-F14,6.1.1.0,226-002-BARNES-F14,2,PS,0,32,122.448,122.448,122.448,7,117.483358,185.2095986,78.412
00d8-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,3,4.875,127.323,122.448,9,102.5303282,313.4651755,5.8105
00d8-F14,6.1.3.0,226-002-BARNES-F14,2,PS,-28.22429907,85,354.046,481.369,476.494,10,457.3999871,605.6075083,303.571
00d9-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,29,163.366,163.366,163.366,16,402.2476603,754.2226573,226.8775
00d9-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,13,93.062,256.428,256.428,25,136.6535636,325.6199227,81.495
00d9-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,12,82.286,338.714,256.428,33,522.2272823,1017.360329,124.365
00d9-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,20,86.224,424.938,342.652,45,252.0669214,419.3237917,119.459
00d9-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,17,73.865,73.865,0,16,318.9324098,568.136864,152.054
00d9-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,10,48.495,122.36,0,25,166.3043781,514.1781711,64.568
00d9-F14,2.1.3.0,226-002-BARNES-F14,1,PS,-31.04157452,29,393.274,515.634,393.274,45,225.4508831,312.2420144,126.088
00d9-F14,3.1.1.0,226-002-BARNES-F14,2,PS,0,118,1047.806,1047.806,1047.806,92,465.9649527,877.4636507,148.718
00d9-F14,3.1.2.0,226-002-BARNES-F14,2,WE,0,14,26.943,1074.749,1047.806,104,171.9041423,453.1682347,68.9985
00d9-F14,3.1.3.0,226-002-BARNES-F14,2,PS,0,22,104.556,1179.305,1152.362,126,304.7082155,374.6966858,179.1665
00d9-F14,3.1.1.0,226-002-BARNES-F14,2,PS,0,3,8.969,1188.274,1161.331,129,465.9649527,877.4636507,148.718
00d9-F14,3.-1.1.0,226-002-BARNES-F14,2,PS,0,97,621.523,1809.797,1782.854,208,361.4209625,461.5374397,173.5405
00d9-F14,3.-1.4.0,226-002-BARNES-F14,2,PS,-20.29734971,33,192.066,2001.863,1974.92,221,179.7953118,295.916315,79.2725
00d9-F14,4.1.1.0,226-002-BARNES-F14,2,WE,0,11,42.467,42.467,0,10,125.7966863,260.6786393,99.6955
00d9-F14,4.1.2.0,226-002-BARNES-F14,2,WE,0,8,4.954,47.421,0,17,213.6990389,510.6006303,63.2005
00d9-F14,4.1.3.0,226-002-BARNES-F14,2,PS,110.5494505,33,188.482,235.903,188.482,49,705.756679,623.5281073,506.664
00d9-F14,5.1.1.0,226-002-BARNES-F14,2,WE,0,14,5.483,5.483,0,7,113.2824938,220.7980538,67.9345
00d9-F14,5.1.2.0,226-002-BARNES-F14,2,PS,0,40,194.507,199.99,194.507,32,58.20607937,172.7969031,41.78
00d9-F14,5.1.3.0,226-002-BARNES-F14,2,PS,0,13,167.269,367.259,361.776,44,537.6411391,788.7727724,354.852
00d9-F14,5.-1.3.0,226-002-BARNES-F14,2,PS,0,50,424.379,791.638,786.155,83,112.7917529,130.5157674,75.751
00d9-F14,5.-1.4.0,226-002-BARNES-F14,2,PS,-85,24,53.149,844.787,839.304,99,148.5715217,219.926279,87.423
00d9-F14,6.1.1.0,226-002-BARNES-F14,2,PS,0,19,95.975,95.975,95.975,15,117.483358,185.2095986,78.412
00d9-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,3,5.658,101.633,95.975,17,102.5303282,313.4651755,5.8105
00d9-F14,6.1.3.0,226-002-BARNES-F14,2,PS,85,62,287.62,389.253,383.595,66,457.3999871,605.6075083,303.571
00db-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,32,93.883,93.883,0,12,402.2476603,754.2226573,226.8775
00db-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,47,601.194,695.077,601.194,42,136.6535636,325.6199227,81.495
00db-F14,1.0.3.0,226-002-BARNES-F14,3,WE,0,14,155.719,850.796,601.197,53,522.2272823,1017.360329,124.365
00db-F14,1.0.4.0,226-002-BARNES-F14,3,PS,-65.13157895,74,321.816,1172.612,923.013,118,252.0669214,419.3237917,119.459
00db-F14,2.1.1.0,226-002-BARNES-F14,4,WE,0,9,15.206,15.206,0,8,318.9324098,568.136864,152.054
00db-F14,2.1.2.0,226-002-BARNES-F14,4,WE,0,8,11.738,26.944,0,15,166.3043781,514.1781711,64.568
00db-F14,2.1.3.0,226-002-BARNES-F14,4,PS,27.82065458,33,179.072,206.016,179.072,43,225.4508831,312.2420144,126.088
00db-F14,3.1.1.0,226-002-BARNES-F14,4,PS,0,732,4338.107,4338.107,4338.107,655,465.9649527,877.4636507,148.718
00db-F14,3.1.2.0,226-002-BARNES-F14,5,WE,0,12,79.673,4417.78,4338.107,666,171.9041423,453.1682347,68.9985
00db-F14,3.1.3.0,226-002-BARNES-F14,5,PS,29.73810884,40,148.174,4565.954,4486.281,700,304.7082155,374.6966858,179.1665
00db-F14,4.1.1.0,226-002-BARNES-F14,5,PS,0,37,127.267,127.267,127.267,30,125.7966863,260.6786393,99.6955
00db-F14,4.1.2.0,226-002-BARNES-F14,5,WE,0,9,75.665,202.932,127.267,38,213.6990389,510.6006303,63.2005
00db-F14,4.1.3.0,226-002-BARNES-F14,5,PS,-37.24861304,182,904.527,1107.459,1031.794,200,705.756679,623.5281073,506.664
00db-F14,5.1.1.0,226-002-BARNES-F14,5,PS,0,136,739.258,739.258,739.258,110,113.2824938,220.7980538,67.9345
00db-F14,5.1.2.0,226-002-BARNES-F14,5,WE,0,21,114.063,853.321,739.258,130,58.20607937,172.7969031,41.78
00db-F14,5.1.3.0,226-002-BARNES-F14,5,PS,144.8214286,61,280.417,1133.738,1019.675,180,537.6411391,788.7727724,354.852
00db-F14,6.1.1.0,226-002-BARNES-F14,5,WE,0,10,41.71,41.71,0,9,117.483358,185.2095986,78.412
00db-F14,6.1.2.0,226-002-BARNES-F14,5,PS,0,36,170.57,212.28,170.57,39,102.5303282,313.4651755,5.8105
00db-F14,6.1.3.0,226-002-BARNES-F14,5,PS,-65.60747664,74,347.336,559.616,517.906,104,457.3999871,605.6075083,303.571
00dc-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,69,325.783,325.783,325.783,50,402.2476603,754.2226573,226.8775
00dc-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,39,221.809,547.592,547.592,84,136.6535636,325.6199227,81.495
00dc-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,8,17.532,565.124,547.592,91,522.2272823,1017.360329,124.365
00dc-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-43.42105263,57,323.017,888.141,870.609,133,252.0669214,419.3237917,119.459
00dc-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,72,356.143,356.143,356.143,65,318.9324098,568.136864,152.054
00dc-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,7,48.335,404.478,356.143,71,166.3043781,514.1781711,64.568
00dc-F14,2.1.3.0,226-002-BARNES-F14,1,PS,35.52189297,27,98.967,503.445,455.11,94,225.4508831,312.2420144,126.088
00dc-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,10,31.813,31.813,0,9,465.9649527,877.4636507,148.718
00dc-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,46,196.773,228.586,196.773,47,171.9041423,453.1682347,68.9985
00dc-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-40.4503549,87,522.262,750.848,719.035,125,304.7082155,374.6966858,179.1665
00dc-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,9,11.867,11.867,0,8,125.7966863,260.6786393,99.6955
00dc-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,8,5.184,17.051,0,15,213.6990389,510.6006303,63.2005
00dc-F14,4.1.3.0,226-002-BARNES-F14,1,PS,0,84,649.785,666.836,649.785,89,705.756679,623.5281073,506.664
00dc-F14,4.-1.3.0,226-002-BARNES-F14,1,PS,0,21,103.089,769.925,752.874,109,145.8050802,307.6657482,1.499
00dc-F14,4.-1.3.1,226-002-BARNES-F14,1,PS,0,34,104.303,874.228,857.177,137,149.4590313,308.2130235,0.4285
00dc-F14,4.-1.4.0,226-002-BARNES-F14,1,PS,-8.79334258,42,114.156,988.384,971.333,172,116.7323228,254.6386796,0.3955
00dc-F14,5.1.1.0,226-002-BARNES-F14,1,WE,0,8,4.738,4.738,0,7,113.2824938,220.7980538,67.9345
00dc-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,10,4.316,9.054,0,16,58.20607937,172.7969031,41.78
00dc-F14,5.1.3.0,226-002-BARNES-F14,1,PS,0,82,375.037,384.091,375.037,84,537.6411391,788.7727724,354.852
00dc-F14,5.-1.3.0,226-002-BARNES-F14,1,PS,0,24,46.018,430.109,421.055,105,112.7917529,130.5157674,75.751
00dc-F14,5.-1.4.0,226-002-BARNES-F14,1,PS,-42.85714286,39,118.512,548.621,539.567,140,148.5715217,219.926279,87.423
00dc-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0,183,558.267,558.267,558.267,164,117.483358,185.2095986,78.412
00dc-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,3,3.036,561.303,558.267,166,102.5303282,313.4651755,5.8105
00dc-F14,6.1.3.0,226-002-BARNES-F14,1,PS,0,46,208.545,769.848,766.812,206,457.3999871,605.6075083,303.571
00dc-F14,6.-1.3.0,226-002-BARNES-F14,1,PS,0,104,241.668,1011.516,1008.48,303,118.1028846,212.0266851,2.4545
00dc-F14,6.-1.3.1,226-002-BARNES-F14,1,PS,0,16,45.866,1057.382,1054.346,317,56.65196491,123.4147833,0.3245
00dc-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,64,290.708,1348.09,1345.054,378,216.4599378,393.9422859,5.613
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,6,13.398,1361.488,1358.452,383,91.38740588,193.5717597,0.286
00dc-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,11,25.534,1387.022,1383.986,393,216.4599378,393.9422859,5.613
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,18,53.859,1441.251,1438.215,412,91.38740588,193.5717597,0.286
00dc-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,3,1.394,1442.645,1439.609,414,216.4599378,393.9422859,5.613
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,3,6.45,1449.095,1446.059,417,91.38740588,193.5717597,0.286
00dc-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,75,368.505,1817.6,1814.564,488,216.4599378,393.9422859,5.613
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,18,50.009,1867.609,1864.573,504,91.38740588,193.5717597,0.286
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,2,0.501,1868.381,1865.345,506,91.38740588,193.5717597,0.286
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,0,135,600.531,2470.831,2467.795,642,91.38740588,193.5717597,0.286
00dc-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,0,131,500.337,2971.744,2968.708,681,216.4599378,393.9422859,5.613
00dc-F14,6.-1.4.1,226-002-BARNES-F14,1,PS,4.864864865,100,265.463,3237.207,3234.171,683,91.38740588,193.5717597,0.286
00dd-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,35,191.498,191.498,191.498,30,402.2476603,754.2226573,226.8775
00dd-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,13,80.651,272.149,272.149,42,136.6535636,325.6199227,81.495
00dd-F14,1.0.3.0,226-002-BARNES-F14,1,WE,0,12,63.643,335.792,272.149,53,522.2272823,1017.360329,124.365
00dd-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,13,54.521,390.313,326.67,65,252.0669214,419.3237917,119.459
00dd-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,13,124.356,124.356,0,12,318.9324098,568.136864,152.054
00dd-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,6,42.475,166.831,0,17,166.3043781,514.1781711,64.568
00dd-F14,2.1.3.0,226-002-BARNES-F14,1,PS,-31.04157452,35,198.729,365.56,198.729,49,225.4508831,312.2420144,126.088
00dd-F14,3.1.1.0,226-002-BARNES-F14,1,PS,0,80,508.317,508.317,508.317,14,465.9649527,877.4636507,148.718
00dd-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,11,51.937,560.254,508.317,24,171.9041423,453.1682347,68.9985
00dd-F14,3.1.3.0,226-002-BARNES-F14,1,PS,80.73753773,37,155.383,715.637,663.7,57,304.7082155,374.6966858,179.1665
00dd-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,10,84.141,84.141,0,8,125.7966863,260.6786393,99.6955
00dd-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,111,641.466,725.607,641.466,35,213.6990389,510.6006303,63.2005
00dd-F14,4.1.3.0,226-002-BARNES-F14,1,PS,-51.37829404,80,615.559,1341.166,1257.025,102,705.756679,623.5281073,506.664
00dd-F14,5.1.1.0,226-002-BARNES-F14,1,WE,0,9,41.873,41.873,0,7,113.2824938,220.7980538,67.9345
00dd-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,10,25.458,67.331,0,16,58.20607937,172.7969031,41.78
00dd-F14,5.1.3.0,226-002-BARNES-F14,1,PS,60.89285714,19,75.49,142.821,75.49,34,537.6411391,788.7727724,354.852
00dd-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,10,16.284,16.284,0,9,117.483358,185.2095986,78.412
00dd-F14,6.1.2.0,226-002-BARNES-F14,1,PS,0,12,82.23,98.514,82.23,21,102.5303282,313.4651755,5.8105
00dd-F14,6.1.3.0,226-002-BARNES-F14,1,PS,0,40,135.781,234.295,218.011,58,457.3999871,605.6075083,303.571
00de-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,77,501.837,501.837,0,51,402.2476603,754.2226573,226.8775
00de-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,48,373.724,875.561,373.724,96,136.6535636,325.6199227,81.495
00de-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,177,1534.572,2410.133,1908.296,267,522.2272823,1017.360329,124.365
00de-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-69.07894737,82,361.298,2771.431,2269.594,342,252.0669214,419.3237917,119.459
00de-F14,2.-1.1.0,226-002-BARNES-F14,1,WE,0,13,65.114,65.114,0,12,154.0761296,265.0543796,94.894
00de-F14,2.-1.2.0,226-002-BARNES-F14,1,WE,0,12,51.842,116.956,0,23,297.9796538,570.0559347,44.1755
00de-F14,2.-1.3.0,226-002-BARNES-F14,1,PS,0,40,152.908,269.864,152.908,63,124.3393485,263.0643007,27.37
00de-F14,2.-1.4.0,226-002-BARNES-F14,1,PS,-30.92105263,45,233.035,502.899,385.943,104,128.7970288,170.0369627,75.365
00de-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,28,411.69,411.69,0,24,465.9649527,877.4636507,148.718
00de-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,569,3430.875,3842.565,3430.875,550,171.9041423,453.1682347,68.9985
00de-F14,3.1.3.0,226-002-BARNES-F14,1,PS,80.77669903,86,407.183,4249.748,3838.058,625,304.7082155,374.6966858,179.1665
00de-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,12,126.486,126.486,4.815,11,125.7966863,260.6786393,99.6955
00de-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,17,227.504,353.99,4.815,26,213.6990389,510.6006303,63.2005
00de-F14,4.1.3.0,226-002-BARNES-F14,1,PS,65.47330097,213,2275.599,2629.589,2280.414,209,705.756679,623.5281073,506.664
00de-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-105.2930622,586,3229.515,3229.515,3229.515,529,537.6411391,788.7727724,354.852
00de-F14,6.-1.1.0,226-002-BARNES-F14,1,WE,0,6,71.264,71.264,0,5,63.22328947,115.0948093,53.9815
00de-F14,6.-1.2.0,226-002-BARNES-F14,1,WE,0,9,11.161,82.425,0,13,179.00325,336.1851592,49.334
00de-F14,6.-1.3.0,226-002-BARNES-F14,1,PS,0,69,338.161,420.586,338.161,73,118.1028846,212.0266851,2.4545
00de-F14,6.-1.4.0,226-002-BARNES-F14,1,PS,-40.9569378,272,1225.035,1645.621,1563.196,233,216.4599378,393.9422859,5.613
00e0-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,150,1476.412,1476.412,1476.412,105,402.2476603,754.2226573,226.8775
00e0-F14,1.0.2.0,226-002-BARNES-F14,3,WE,0,14,88.637,1565.049,1476.412,118,136.6535636,325.6199227,81.495
00e0-F14,1.0.3.0,226-002-BARNES-F14,3,PS,0,22,336.056,1901.105,1812.468,140,522.2272823,1017.360329,124.365
00e0-F14,1.0.4.0,226-002-BARNES-F14,3,PS,0,26,139.614,2040.719,1952.082,158,252.0669214,419.3237917,119.459
00e0-F14,1.0.3.0,226-002-BARNES-F14,3,PS,1.973684211,24,339.345,2380.064,2291.427,178,522.2272823,1017.360329,124.365
00e0-F14,2.1.1.0,226-002-BARNES-F14,3,WE,0,9,71.534,71.534,0,8,318.9324098,568.136864,152.054
00e0-F14,2.1.2.0,226-002-BARNES-F14,3,WE,0,6,58.287,129.821,0,13,166.3043781,514.1781711,64.568
00e0-F14,2.1.3.0,226-002-BARNES-F14,3,PS,27.10194604,22,167.314,297.135,167.314,33,225.4508831,312.2420144,126.088
00e0-F14,3.1.1.0,226-002-BARNES-F14,3,WE,0,10,92.715,92.715,0,9,465.9649527,877.4636507,148.718
00e0-F14,3.1.2.0,226-002-BARNES-F14,3,WE,0,10,102.96,195.675,0,18,171.9041423,453.1682347,68.9985
00e0-F14,3.1.3.0,226-002-BARNES-F14,3,PS,-4.609610835,30,234.109,429.784,234.109,45,304.7082155,374.6966858,179.1665
00e0-F14,4.1.1.0,226-002-BARNES-F14,3,WE,0,9,152.98,152.98,0,8,125.7966863,260.6786393,99.6955
00e0-F14,4.1.2.0,226-002-BARNES-F14,3,WE,0,9,102.304,255.284,0,16,213.6990389,510.6006303,63.2005
00e0-F14,4.1.3.0,226-002-BARNES-F14,3,PS,14.64112344,49,384.359,639.643,384.359,63,705.756679,623.5281073,506.664
00e0-F14,5.1.1.0,226-002-BARNES-F14,3,PS,0,27,375.257,375.257,375.257,22,113.2824938,220.7980538,67.9345
00e0-F14,5.1.2.0,226-002-BARNES-F14,3,WE,0,11,82.84,458.097,375.257,32,58.20607937,172.7969031,41.78
00e0-F14,5.1.3.0,226-002-BARNES-F14,3,PS,-6.28417635,40,508.834,966.931,884.091,72,537.6411391,788.7727724,354.852
00e0-F14,6.1.1.0,226-002-BARNES-F14,3,PS,0,48,571.591,571.591,571.591,47,117.483358,185.2095986,78.412
00e0-F14,6.1.2.0,226-002-BARNES-F14,3,WE,0,3,44.97,616.561,571.591,49,102.5303282,313.4651755,5.8105
00e0-F14,6.1.3.0,226-002-BARNES-F14,3,PS,-70.39305997,111,1321.599,1938.16,1893.19,158,457.3999871,605.6075083,303.571
00e5-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,7,4.795,4.795,0,6,402.2476603,754.2226573,226.8775
00e5-F14,1.0.2.0,226-002-BARNES-F14,1,PS,0,46,169.416,174.211,169.416,47,136.6535636,325.6199227,81.495
00e5-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,287,1428.425,1602.636,1597.841,284,522.2272823,1017.360329,124.365
00e5-F14,1.0.4.0,226-002-BARNES-F14,1,PS,0,57,205.594,1808.23,1803.435,336,252.0669214,419.3237917,119.459
00e5-F14,1.0.3.0,226-002-BARNES-F14,2,PS,-49.34210526,750,4320.034,6128.264,6123.469,706,522.2272823,1017.360329,124.365
00e5-F14,2.-1.1.0,226-002-BARNES-F14,3,PS,0,26,93.507,93.507,93.507,23,154.0761296,265.0543796,94.894
00e5-F14,2.-1.2.0,226-002-BARNES-F14,3,WE,0,7,7.527,101.034,93.507,29,297.9796538,570.0559347,44.1755
00e5-F14,2.-1.3.0,226-002-BARNES-F14,3,WE,0,6,1.571,102.605,93.507,34,124.3393485,263.0643007,27.37
00e5-F14,2.-1.4.0,226-002-BARNES-F14,3,PS,-4.206281834,35,126.954,229.559,220.461,59,128.7970288,170.0369627,75.365
00e5-F14,3.1.1.0,226-002-BARNES-F14,3,PS,0,35,207.735,207.735,207.735,32,465.9649527,877.4636507,148.718
00e5-F14,3.1.2.0,226-002-BARNES-F14,3,WE,0,11,11.95,219.685,207.735,42,171.9041423,453.1682347,68.9985
00e5-F14,3.1.3.0,226-002-BARNES-F14,3,PS,0,199,627.168,846.853,834.903,192,304.7082155,374.6966858,179.1665
00e5-F14,3.1.1.0,226-002-BARNES-F14,3,PS,5.198872534,788,4697.208,5544.061,5532.111,737,465.9649527,877.4636507,148.718
00e5-F14,4.1.1.0,226-002-BARNES-F14,4,WE,0,9,15.315,15.315,0,8,125.7966863,260.6786393,99.6955
00e5-F14,4.1.2.0,226-002-BARNES-F14,4,WE,0,8,2.303,17.618,0,15,213.6990389,510.6006303,63.2005
00e5-F14,4.1.3.0,226-002-BARNES-F14,4,PS,87.45665742,163,771.897,789.515,771.897,120,705.756679,623.5281073,506.664
00e5-F14,5.1.1.0,226-002-BARNES-F14,4,WE,0,8,3.914,3.914,0,7,113.2824938,220.7980538,67.9345
00e5-F14,5.1.2.0,226-002-BARNES-F14,4,PS,0,87,305.449,309.363,305.449,68,58.20607937,172.7969031,41.78
00e5-F14,5.1.3.0,226-002-BARNES-F14,4,PS,22.42395762,68,287.369,596.732,592.818,129,537.6411391,788.7727724,354.852
00e5-F14,6.1.1.0,226-002-BARNES-F14,4,WE,0,10,5.315,5.315,0,9,117.483358,185.2095986,78.412
00e5-F14,6.1.2.0,226-002-BARNES-F14,4,PS,0,39,102.597,107.912,102.597,36,102.5303282,313.4651755,5.8105
00e5-F14,6.1.3.0,226-002-BARNES-F14,4,PS,-94.42829674,125,498.03,605.942,600.627,142,457.3999871,605.6075083,303.571
00e6-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,44,147.972,147.972,0,15,402.2476603,754.2226573,226.8775
00e6-F14,1.0.2.0,226-002-BARNES-F14,2,PS,0,67,405.809,553.781,405.809,62,136.6535636,325.6199227,81.495
00e6-F14,1.0.3.0,226-002-BARNES-F14,2,PS,0,167,1193.341,1747.122,1599.15,207,522.2272823,1017.360329,124.365
00e6-F14,1.0.4.0,226-002-BARNES-F14,2,PS,-43.42105263,67,316.683,2063.805,1915.833,263,252.0669214,419.3237917,119.459
00e6-F14,2.1.1.0,226-002-BARNES-F14,2,PS,0,41,264.405,264.405,264.405,35,318.9324098,568.136864,152.054
00e6-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,40,185.458,449.863,264.405,67,166.3043781,514.1781711,64.568
00e6-F14,2.1.3.0,226-002-BARNES-F14,2,PS,111.1521451,15,70.322,520.185,334.727,81,225.4508831,312.2420144,126.088
00e6-F14,3.1.1.0,226-002-BARNES-F14,2,WE,0,12,33.701,33.701,0,11,465.9649527,877.4636507,148.718
00e6-F14,3.1.2.0,226-002-BARNES-F14,2,WE,0,12,20.71,54.411,0,21,171.9041423,453.1682347,68.9985
00e6-F14,3.1.3.0,226-002-BARNES-F14,2,PS,-15.10973321,41,194.435,248.846,194.435,53,304.7082155,374.6966858,179.1665
00e6-F14,4.1.1.0,226-002-BARNES-F14,2,WE,0,9,40.513,40.513,0,8,125.7966863,260.6786393,99.6955
00e6-F14,4.1.2.0,226-002-BARNES-F14,2,WE,0,8,5.276,45.789,0,15,213.6990389,510.6006303,63.2005
00e6-F14,4.1.3.0,226-002-BARNES-F14,2,PS,7.914355062,109,643.922,689.711,643.922,109,705.756679,623.5281073,506.664
00e6-F14,5.1.1.0,226-002-BARNES-F14,2,PS,0,21,106.765,106.765,106.765,21,113.2824938,220.7980538,67.9345
00e6-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,11,19.043,125.808,106.765,31,58.20607937,172.7969031,41.78
00e6-F14,5.1.3.0,226-002-BARNES-F14,2,PS,20.13414217,51,308.32,434.128,415.085,80,537.6411391,788.7727724,354.852
00e6-F14,6.1.1.0,226-002-BARNES-F14,2,WE,0,10,22.781,22.781,0,9,117.483358,185.2095986,78.412
00e6-F14,6.1.2.0,226-002-BARNES-F14,2,PS,0,71,258.95,281.731,258.95,74,102.5303282,313.4651755,5.8105
00e6-F14,6.1.3.0,226-002-BARNES-F14,2,PS,-46.27733309,70,306.63,588.361,565.58,131,457.3999871,605.6075083,303.571
00e7-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,98,522.071,522.071,522.071,70,402.2476603,754.2226573,226.8775
00e7-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,16,37.806,559.877,522.071,79,136.6535636,325.6199227,81.495
00e7-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,582,3772.232,4332.109,4294.303,619,522.2272823,1017.360329,124.365
00e7-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,19,70.885,4402.994,4365.188,633,252.0669214,419.3237917,119.459
00e7-F14,2.-1.1.0,226-002-BARNES-F14,1,WE,0,7,36.191,36.191,0,6,154.0761296,265.0543796,94.894
00e7-F14,2.-1.2.0,226-002-BARNES-F14,1,PS,0,14,46.748,82.939,46.748,18,297.9796538,570.0559347,44.1755
00e7-F14,2.-1.3.0,226-002-BARNES-F14,1,PS,0,18,115.491,198.43,162.239,31,124.3393485,263.0643007,27.37
00e7-F14,2.-1.4.0,226-002-BARNES-F14,1,PS,-42.72495756,14,76.369,274.799,238.608,43,128.7970288,170.0369627,75.365
00e7-F14,3.1.1.0,226-002-BARNES-F14,1,PS,0,32,158.742,158.742,158.742,32,465.9649527,877.4636507,148.718
00e7-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,12,30.642,189.384,158.742,43,171.9041423,453.1682347,68.9985
00e7-F14,3.1.3.0,226-002-BARNES-F14,1,PS,92.42092076,25,107.196,296.58,265.938,68,304.7082155,374.6966858,179.1665
00e7-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,9,7.632,7.632,0,8,125.7966863,260.6786393,99.6955
00e7-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,8,4.507,12.139,0,15,213.6990389,510.6006303,63.2005
00e7-F14,4.1.3.0,226-002-BARNES-F14,1,PS,9.514563107,51,284.231,296.37,284.231,61,705.756679,623.5281073,506.664
00e7-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,15,63.643,63.643,63.643,15,113.2824938,220.7980538,67.9345
00e7-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,10,20.718,84.361,63.643,24,58.20607937,172.7969031,41.78
00e7-F14,5.1.3.0,226-002-BARNES-F14,1,PS,0,33,176.787,261.148,240.271,47,537.6411391,788.7727724,354.852
00e7-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,10,7.616,7.616,0,9,117.483358,185.2095986,78.412
