student,currProb,course,session,priorTutorAction,reward,Interaction,TotalTime,cumul_TotalTime,cumul_TotalPSTime,cumul_DirectProofActionCount,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_medianProbTime
0006-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,47,535.244,535.244,535.244,31,402.2476603,754.2226573,226.8775
0006-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,12,56.759,592.003,535.244,39,136.6535636,325.6199227,81.495
0006-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,6,6.695,598.698,535.244,44,522.2272823,1017.360329,124.365
0006-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-94.07894737,87,635.59,1234.288,1170.834,110,252.0669214,419.3237917,119.459
0006-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,30,236.803,236.803,236.803,30,318.9324098,568.136864,152.054
0006-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,13,107.147,343.95,236.803,38,166.3043781,514.1781711,64.568
0006-F14,2.1.3.0,226-001-BARNES-F14,1,PS,161.8100398,19,86.43,430.38,323.233,51,225.4508831,312.2420144,126.088
0006-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,10,105.376,105.376,0,9,465.9649527,877.4636507,148.718
0006-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,10,25.25,130.626,0,18,171.9041423,453.1682347,68.9985
0006-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.26507302,32,166.742,297.368,166.742,46,304.7082155,374.6966858,179.1665
0006-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,32,268.998,268.998,268.998,25,125.7966863,260.6786393,99.6955
0006-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,9,47.158,316.156,268.998,33,213.6990389,510.6006303,63.2005
0006-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-41.60887656,122,1242.01,1558.166,1511.008,133,705.756679,623.5281073,506.664
0006-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,53,402.849,402.849,402.849,47,113.2824938,220.7980538,67.9345
0006-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,11,17.809,420.658,402.849,57,58.20607937,172.7969031,41.78
0006-F14,5.1.3.0,226-001-BARNES-F14,1,PS,11.68831169,62,838.069,1258.727,1240.918,110,537.6411391,788.7727724,354.852
0006-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,23,287.367,287.367,287.367,20,117.483358,185.2095986,78.412
0006-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,3,6.409,293.776,287.367,22,102.5303282,313.4651755,5.8105
0006-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-22.76975361,120,1100.452,1394.228,1387.819,124,457.3999871,605.6075083,303.571
0008-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,6,49.027,49.027,0,5,402.2476603,754.2226573,226.8775
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,14,108.756,157.783,108.756,17,136.6535636,325.6199227,81.495
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,7,80.462,238.245,108.756,23,522.2272823,1017.360329,124.365
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,14,103.709,341.954,212.465,35,252.0669214,419.3237917,119.459
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,29,164.859,164.859,164.859,23,318.9324098,568.136864,152.054
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,7,29.178,194.037,164.859,29,166.3043781,514.1781711,64.568
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,20,118.697,312.734,283.556,44,225.4508831,312.2420144,126.088
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,26,160.443,160.443,160.443,21,465.9649527,877.4636507,148.718
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,11,69.079,229.522,160.443,31,171.9041423,453.1682347,68.9985
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,27,88.149,317.671,248.592,53,304.7082155,374.6966858,179.1665
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,21,110.795,110.795,110.795,18,125.7966863,260.6786393,99.6955
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,9,37.236,148.031,110.795,26,213.6990389,510.6006303,63.2005
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.514563107,32,277.579,425.61,388.374,56,705.756679,623.5281073,506.664
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,15,81.634,81.634,81.634,12,113.2824938,220.7980538,67.9345
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,11,38.562,120.196,81.634,22,58.20607937,172.7969031,41.78
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0,35,372.749,492.945,454.383,31,537.6411391,788.7727724,354.852
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,24,122.866,122.866,122.866,23,117.483358,185.2095986,78.412
0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,3,14.627,137.493,122.866,25,102.5303282,313.4651755,5.8105
0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0,35,189.72,327.213,312.586,55,457.3999871,605.6075083,303.571
0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,87,784.898,784.898,784.898,72,402.2476603,754.2226573,226.8775
0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,50,131.532,916.43,784.898,95,136.6535636,325.6199227,81.495
0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,132,1157.812,2074.242,1942.71,207,522.2272823,1017.360329,124.365
0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.34210526,42,160.275,2234.517,2102.985,246,252.0669214,419.3237917,119.459
0009-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,11,57.438,57.438,0,9,318.9324098,568.136864,152.054
0009-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,6,5.55,62.988,0,14,166.3043781,514.1781711,64.568
0009-F14,2.1.3.0,226-001-BARNES-F14,2,PS,117.0731977,38,122.755,185.743,122.755,43,225.4508831,312.2420144,126.088
0009-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,10,12.47,12.47,0,9,465.9649527,877.4636507,148.718
0009-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0,10,3.965,16.435,0,18,171.9041423,453.1682347,68.9985
0009-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-102.488374,50,169.632,186.067,169.632,60,304.7082155,374.6966858,179.1665
0009-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,92,239.47,239.47,239.47,77,125.7966863,260.6786393,99.6955
0009-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,11,11.111,250.581,239.47,87,213.6990389,510.6006303,63.2005
0009-F14,4.1.3.0,226-001-BARNES-F14,3,PS,36.36442441,172,543.951,794.532,783.421,222,705.756679,623.5281073,506.664
0009-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0,33,157.139,157.139,157.139,32,113.2824938,220.7980538,67.9345
0009-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,11,7.476,164.615,157.139,42,58.20607937,172.7969031,41.78
0009-F14,5.1.3.0,226-001-BARNES-F14,3,PS,16.86175666,67,255.525,420.14,412.664,102,537.6411391,788.7727724,354.852
0009-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0,10,4.121,4.121,0,9,117.483358,185.2095986,78.412
0009-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,2,0.195,4.316,0,10,102.5303282,313.4651755,5.8105
0009-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-51.36609578,128,366.795,371.111,366.795,119,457.3999871,605.6075083,303.571
000b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,66,509.71,509.71,461.355,36,402.2476603,754.2226573,226.8775
000b-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,9,93.288,602.998,461.355,42,136.6535636,325.6199227,81.495
000b-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,6,57.349,660.347,461.355,47,522.2272823,1017.360329,124.365
000b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.86842105,20,137.959,798.306,599.314,67,252.0669214,419.3237917,119.459
000b-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,9,62.38,62.38,0,8,318.9324098,568.136864,152.054
000b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,6,18.137,80.517,0,13,166.3043781,514.1781711,64.568
000b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-9.165192393,47,258.006,338.523,258.006,56,225.4508831,312.2420144,126.088
000b-F14,3.-1.1.0,226-001-BARNES-F14,2,WE,0,7,43.759,43.759,0,6,361.4209625,461.5374397,173.5405
000b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0,65,510.086,553.845,510.086,67,249.4642174,515.4094065,6.5115
000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0,33,129.154,682.999,639.24,93,163.4712059,429.9280166,0.831
000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.714932127,22,81.7,764.699,720.94,112,179.7953118,295.916315,79.2725
000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,22,123.028,123.028,123.028,18,125.7966863,260.6786393,99.6955
000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,10,87.543,210.571,123.028,26,213.6990389,510.6006303,63.2005
000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.56868132,95,1183.273,1393.844,1306.301,107,705.756679,623.5281073,506.664
000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0,156,1566.121,1566.121,1566.121,149,113.2824938,220.7980538,67.9345
000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,11,45.222,1611.343,1566.121,159,58.20607937,172.7969031,41.78
000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.28110048,49,336.883,1948.226,1903.004,205,537.6411391,788.7727724,354.852
000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,56,608.119,608.119,608.119,53,117.483358,185.2095986,78.412
000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,3,60.201,668.32,608.119,55,102.5303282,313.4651755,5.8105
000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.24460046,64,400.507,1068.827,1008.626,107,457.3999871,605.6075083,303.571
000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,9,72.358,72.358,0,8,402.2476603,754.2226573,226.8775
000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,5,1.898,74.256,0,12,136.6535636,325.6199227,81.495
000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,55,389.84,464.096,389.84,60,522.2272823,1017.360329,124.365
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,3,20.657,485.335,411.079,65,252.0669214,419.3237917,119.459
000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,43,502.198,988.671,914.415,104,522.2272823,1017.360329,124.365
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,45,330.832,1319.503,1245.247,143,252.0669214,419.3237917,119.459
000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0,12,75.375,75.375,0,11,318.9324098,568.136864,152.054
000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0,11,37.961,113.336,0,21,166.3043781,514.1781711,64.568
000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.04157452,26,338.373,451.709,338.373,45,225.4508831,312.2420144,126.088
000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,10,44.978,44.978,0,9,465.9649527,877.4636507,148.718
000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0,10,6.229,51.207,0,18,171.9041423,453.1682347,68.9985
000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.32071469,38,262.913,314.12,262.913,51,304.7082155,374.6966858,179.1665
000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0,9,3.986,3.986,0,8,125.7966863,260.6786393,99.6955
000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0,64,506.022,510.008,506.022,65,213.6990389,510.6006303,63.2005
000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.5728155,33,227.644,737.652,733.666,96,705.756679,623.5281073,506.664
000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0,8,28.115,28.115,0,7,113.2824938,220.7980538,67.9345
000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0,10,8.188,36.303,0,16,58.20607937,172.7969031,41.78
000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.2057416,335,1934.274,1970.577,1934.274,328,537.6411391,788.7727724,354.852
000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,16,98.346,98.346,98.346,16,117.483358,185.2095986,78.412
000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,3,4.678,103.024,98.346,18,102.5303282,313.4651755,5.8105
000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.2057416,28,120.062,223.086,218.408,45,457.3999871,605.6075083,303.571
0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,477,5041.417,5041.417,5041.417,50,402.2476603,754.2226573,226.8775
0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0,11,97.221,5138.638,5041.417,56,136.6535636,325.6199227,81.495
0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0,6,1.558,5140.196,5041.417,61,522.2272823,1017.360329,124.365
0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.13157895,134,1046.345,6186.541,6087.762,139,252.0669214,419.3237917,119.459
0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0,95,943.914,943.914,943.914,93,318.9324098,568.136864,152.054
0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0,7,126.645,1070.559,943.92,98,166.3043781,514.1781711,64.568
0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.8626714,22,170.593,1241.152,1114.513,118,225.4508831,312.2420144,126.088
0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0,81,673.865,673.865,673.865,67,465.9649527,877.4636507,148.718
0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0,13,77.726,751.591,673.865,79,171.9041423,453.1682347,68.9985
0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.69225749,100,700.277,1451.868,1374.142,168,304.7082155,374.6966858,179.1665
0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0,92,547.499,547.499,547.499,78,125.7966863,260.6786393,99.6955
0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0,10,27.492,574.991,547.499,87,213.6990389,510.6006303,63.2005
0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.92545076,82,467.018,1042.009,1014.517,165,705.756679,623.5281073,506.664
0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0,8,44.509,44.509,0,7,113.2824938,220.7980538,67.9345
0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0,10,66.765,111.274,0,16,58.20607937,172.7969031,41.78
0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.96428571,1485,9744.596,9855.87,9744.596,553,537.6411391,788.7727724,354.852
0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0,69,387.407,387.407,387.407,5,117.483358,185.2095986,78.412
0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0,3,54.022,441.429,387.407,7,102.5303282,313.4651755,5.8105
0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.09345794,110,630.896,1072.325,1018.303,8,457.3999871,605.6075083,303.571
0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,39,453.609,453.609,453.609,31,402.2476603,754.2226573,226.8775
0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,6,80.197,533.806,453.614,36,136.6535636,325.6199227,81.495
0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,6,2.925,536.731,453.614,41,522.2272823,1017.360329,124.365
0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.76315789,104,548.434,1085.165,1002.048,130,252.0669214,419.3237917,119.459
0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0,61,1006.306,1006.306,1006.306,58,318.9324098,568.136864,152.054
0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0,12,105.324,1111.63,1046.281,64,166.3043781,514.1781711,64.568
0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0,16,251.786,1363.416,1298.067,79,225.4508831,312.2420144,126.088
0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0,30,387.283,1750.699,1685.35,105,318.9324098,568.136864,152.054
0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0,16,254.647,2006.902,1941.553,123,128.7970288,170.0369627,75.365
0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0,23,417.901,2424.803,2359.454,145,154.0761296,265.0543796,94.894
0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.82767402,17,230.09,2654.893,2589.544,161,28.33736842,84.05069571,0.209
0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0,10,15.874,15.874,0,9,465.9649527,877.4636507,148.718
0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0,9,210.656,226.53,210.656,15,171.9041423,453.1682347,68.9985
0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0,60,607.55,834.08,818.206,71,304.7082155,374.6966858,179.1665
0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0,27,255.51,1089.59,1073.716,96,249.4642174,515.4094065,6.5115
0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0,2,67.565,1157.155,1141.281,97,142.5476176,339.9780834,0.573
0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0,3,61.713,1219.589,1203.715,99,80.59628723,213.5165105,0.355
0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0,3,17.963,1237.552,1221.678,100,179.7953118,295.916315,79.2725
0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0,10,80.862,1318.414,1302.54,109,56.67595699,180.8585844,0.266
0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0,2,61.329,1379.743,1363.869,110,249.4642174,515.4094065,6.5115
0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0,30,507.868,1887.611,1871.737,135,142.5476176,339.9780834,0.573
0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0,11,106.692,1994.303,1978.429,145,163.4712059,429.9280166,0.831
0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0,17,201.818,2196.121,2180.247,162,80.59628723,213.5165105,0.355
0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.613966678,14,133.007,2329.128,2313.254,175,179.7953118,295.916315,79.2725
0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0,19,164.455,164.455,164.455,18,125.7966863,260.6786393,99.6955
0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0,10,26.636,191.091,164.455,27,213.6990389,510.6006303,63.2005
0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0,16,164.7,355.791,329.155,42,705.756679,623.5281073,506.664
0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0,10,111.203,466.994,440.358,52,145.8050802,307.6657482,1.499
0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0,48,375.776,842.77,816.134,96,149.4590313,308.2130235,0.4285
0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.87912088,37,390.38,1233.15,1206.514,127,116.7323228,254.6386796,0.3955
0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0,8,13.545,13.545,0,7,113.2824938,220.7980538,67.9345
0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0,32,203.742,217.287,203.742,37,58.20607937,172.7969031,41.78
0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0,12,191.876,409.163,395.618,49,537.6411391,788.7727724,354.852
0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0,18,82.7,491.863,478.318,65,112.7917529,130.5157674,75.751
0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0,3,69.202,561.065,547.52,68,148.5715217,219.926279,87.423
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0,2,60.956,622.021,608.476,70,229.0505652,526.4631683,2.155
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0,6,58.711,681.693,668.148,77,229.0505652,526.4631683,2.155
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0,106,1233.217,1916.938,1903.393,156,229.0505652,526.4631683,2.155
0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.42857143,20,241.356,2158.294,2144.749,175,148.5715217,219.926279,87.423
0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0,72,660.033,660.033,660.033,35,117.483358,185.2095986,78.412
0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0,3,4.401,664.434,660.033,37,102.5303282,313.4651755,5.8105
0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.27102804,44,308.739,973.173,968.772,81,457.3999871,605.6075083,303.571
0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,8,85.989,85.989,0,6,402.2476603,754.2226573,226.8775
0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,27,300.308,386.297,300.308,25,136.6535636,325.6199227,81.495
0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,58,591.686,977.983,891.994,79,522.2272823,1017.360329,124.365
0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,12,93.438,1071.421,985.432,91,252.0669214,419.3237917,119.459
0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,19,152.054,152.054,152.054,19,318.9324098,568.136864,152.054
0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,7,106.492,258.546,152.054,25,166.3043781,514.1781711,64.568
0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,15,123.936,382.482,275.99,38,225.4508831,312.2420144,126.088
0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,30,260.808,260.808,260.808,29,465.9649527,877.4636507,148.718
0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,14,36.136,296.944,260.809,42,171.9041423,453.1682347,68.9985
0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,23,206.465,503.409,467.274,64,304.7082155,374.6966858,179.1665
0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,22,255.883,255.883,255.883,22,125.7966863,260.6786393,99.6955
0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,8,177.975,433.858,255.883,29,213.6990389,510.6006303,63.2005
0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.23543689,86,850.062,1283.92,1105.945,111,705.756679,623.5281073,506.664
0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0,76,943.4,943.4,943.4,74,113.2824938,220.7980538,67.9345
0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,11,30.556,973.956,943.4,84,58.20607937,172.7969031,41.78
0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.85287081,212,1565.759,2539.715,2509.159,226,537.6411391,788.7727724,354.852
0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,23,172.57,172.57,172.57,23,117.483358,185.2095986,78.412
0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,3,6.017,178.587,172.57,25,102.5303282,313.4651755,5.8105
0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.91128203,56,245.628,424.215,418.198,80,457.3999871,605.6075083,303.571
001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,20,174.047,174.047,0,11,402.2476603,754.2226573,226.8775
001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,5,4.221,178.268,0,15,136.6535636,325.6199227,81.495
001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,79,1224.497,1402.765,1224.497,91,522.2272823,1017.360329,124.365
001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,13,169.321,1572.086,1393.818,104,252.0669214,419.3237917,119.459
001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,164,2311.525,2311.525,2311.525,158,318.9324098,568.136864,152.054
001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,7,70.19,2381.715,2311.525,164,166.3043781,514.1781711,64.568
001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.58779301,188,2371.206,4752.921,4682.731,346,225.4508831,312.2420144,126.088
001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,10,78.876,78.876,0,9,465.9649527,877.4636507,148.718
001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,33,238.712,317.588,238.712,41,171.9041423,453.1682347,68.9985
001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.2837562,24,141.778,459.366,380.49,65,304.7082155,374.6966858,179.1665
001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0,9,144.989,144.989,0,8,125.7966863,260.6786393,99.6955
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0,185,1781.582,1926.571,1781.582,192,213.6990389,510.6006303,63.2005
001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0,58,418.514,2345.085,2200.096,248,705.756679,623.5281073,506.664
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.378294036,32,149.148,2494.233,2349.244,280,213.6990389,510.6006303,63.2005
001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0,55,314.597,314.597,314.597,54,113.2824938,220.7980538,67.9345
001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,11,53.412,368.009,314.597,64,58.20607937,172.7969031,41.78
001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.56168831,79,556.334,924.343,870.931,142,537.6411391,788.7727724,354.852
001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,84,570.082,570.082,570.082,82,117.483358,185.2095986,78.412
001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,3,48.952,619.034,570.082,84,102.5303282,313.4651755,5.8105
001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.12744265,66,453.093,1072.127,1023.175,149,457.3999871,605.6075083,303.571
0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,6,108.079,108.079,0,5,402.2476603,754.2226573,226.8775
0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,51,346.943,455.022,346.943,45,136.6535636,325.6199227,81.495
0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,26,239.083,694.105,586.026,66,522.2272823,1017.360329,124.365
0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.973684211,59,213.987,908.092,800.013,108,252.0669214,419.3237917,119.459
0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,11,50.74,50.74,0,9,318.9324098,568.136864,152.054
0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,6,2.736,53.476,0,14,166.3043781,514.1781711,64.568
0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.52830606,52,194.729,248.205,194.729,59,225.4508831,312.2420144,126.088
0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,10,24.152,24.152,0,9,465.9649527,877.4636507,148.718
0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,86,425.295,449.447,425.295,87,171.9041423,453.1682347,68.9985
