student,currProb,course,session,priorTutorAction,reward,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8
0006-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,2,3,1,2,3,0,3
0006-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,1,1,3,0,2
0006-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,1,0,1,0,3,0,2
0006-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-94.07894737,3,2,3,1,3,3,0,0
0006-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,2,1,2,3,0,3
0006-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,3,1,3,0,3
0006-F14,2.1.3.0,226-001-BARNES-F14,1,PS,161.8100398,1,0,1,3,1,1,0,0
0006-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,1,0,2
0006-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,1,0,3
0006-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.26507302,1,1,2,3,2,1,0,1
0006-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,2,1,2,3,0,3
0006-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,1,0,3,0,3
0006-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-41.60887656,3,2,3,1,3,3,0,0
0006-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,3,1,2,3,0,1
0006-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,0,0,3,0,2
0006-F14,5.1.3.0,226-001-BARNES-F14,1,PS,11.68831169,3,2,3,0,2,3,0,1
0006-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,2,1,1,3,0,2
0006-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,0,0,3,0,1
0006-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-22.76975361,3,2,3,0,3,3,0,0
0008-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,1,0,3
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,2,1,3,1,3,0,2
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,3,0,2
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,1,2,1,3,1,3,0,0
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,1,1,2,1,2,1,0,3
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,1,0,1,0,3
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,1,1,1,1,1,1,0,0
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,1,1,2,1,1,1,0,2
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,3,0,1,0,3
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,1,0,1,3,1,0,0,1
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,1,1,0,3
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,0,1,0,1,0,3
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.514563107,1,2,2,1,2,3,0,0
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,1,1,0,1
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,0,1,0,1,0,2
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0,1,2,3,1,2,3,0,1
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,1,1,0,2
0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,0,1,0,1,0,1
0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0,1,1,2,1,2,1,1,0
0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,2,2,3,1,3,3,0,3
0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,2,1,0,1,2,3,0,2
0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,3,2,3,1,3,3,0,2
0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.34210526,3,0,2,1,2,3,0,0
0009-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,1,0,1,0,3
0009-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,1,0,1,0,3
0009-F14,2.1.3.0,226-001-BARNES-F14,2,PS,117.0731977,0,0,1,1,2,0,0,0
0009-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,0,0,1,0,2
0009-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,0,0,1,0,3
0009-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-102.488374,1,0,2,0,2,0,0,1
0009-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,1,0,2,1,3,0,0,3
0009-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,1,1,0,0,0,0,0,3
0009-F14,4.1.3.0,226-001-BARNES-F14,3,PS,36.36442441,2,0,3,0,3,0,0,0
0009-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0,1,1,2,1,2,0,0,1
0009-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,1,1,0,0,0,0,0,2
0009-F14,5.1.3.0,226-001-BARNES-F14,3,PS,16.86175666,1,0,2,0,2,0,0,1
0009-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,0,0,0,1,0,2
0009-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,0,0,0,1,0,1
0009-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-51.36609578,1,0,3,0,3,0,0,0
000b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,1,2,3,3,2,3,0,3
000b-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,1,1,0,3,0,3,0,2
000b-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,1,1,0,3,0,3,0,2
000b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.86842105,2,2,1,3,1,3,0,0
000b-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,3
000b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,2,0,1,0,3
000b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-9.165192393,1,1,2,2,2,1,0,0
000b-F14,3.-1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,2
000b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0,1,2,3,3,2,3,0,1
000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0,2,0,1,3,2,2,0,1
000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.714932127,2,0,1,3,1,1,0,0
000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,1,1,1,1,0,3
000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,3
000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.56868132,3,2,3,3,3,3,0,0
000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0,3,2,3,1,3,3,0,1
000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,3,1,0,1,0,3,0,2
000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.28110048,3,2,3,1,2,3,0,1
000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,2,2,3,1,2,3,0,2
000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,2,1,0,3,0,3,0,1
000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.24460046,3,2,3,3,2,3,0,0
000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,1,0,3
000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,0,2,0,1,0,2
000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,1,2,3,2,2,3,0,2
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,1,2,1,2,0,3,0,0
000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,2,2,3,2,2,3,0,2
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,3,2,3,2,2,3,0,0
000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,0,3,1,1,0,3
000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,0,1,0,1,0,3
000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.04157452,1,2,3,1,1,3,0,0
000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,0,1,0,1,0,2
000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,0,1,0,1,0,3
000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.32071469,1,2,2,1,2,3,0,1
000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,0,0,0,1,0,3
000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0,1,2,3,0,2,3,0,3
000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.5728155,2,2,2,0,2,3,0,0
000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0,0,1,0,1,0,1,0,1
000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0,0,1,0,0,0,1,0,2
000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.2057416,3,1,3,0,3,1,0,1
000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,0,1,1,1,1,1,0,2
000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,0,1,0,0,0,1,0,1
000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.2057416,1,1,1,1,1,1,1,0
0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,3,2,3,1,3,3,0,3
0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0,3,1,0,3,0,3,0,2
0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0,3,1,0,2,0,3,0,2
0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.13157895,3,2,3,2,3,3,0,0
0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0,2,2,3,1,3,3,0,3
0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0,2,0,1,3,0,3,0,3
0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.8626714,3,2,2,3,1,3,0,0
0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0,2,2,3,1,3,3,0,2
0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0,2,1,0,2,1,3,0,3
0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.69225749,3,2,3,2,3,3,0,1
0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0,1,2,3,1,3,1,0,3
0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0,1,1,0,1,0,1,0,3
0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.92545076,3,1,3,1,3,1,0,0
0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0,0,1,0,2,0,1,0,1
0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0,0,1,0,3,0,1,0,2
0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.96428571,3,2,3,3,3,2,0,1
0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0,1,1,3,1,3,1,0,2
0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0,1,1,0,3,0,1,0,1
0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.09345794,3,1,3,3,3,1,0,0
0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,2,3,1,2,3,0,3
0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0,1,3,0,3,0,2
0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,1,0,3,0,3,0,2
0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.76315789,3,1,3,3,3,3,0,0
0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0,3,2,3,1,2,3,0,3
0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0,3,2,1,2,1,3,0,3
0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0,3,2,2,2,1,3,0,0
0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0,3,2,3,2,2,3,0,3
0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0,3,2,2,2,1,3,0,0
0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0,3,2,3,2,1,3,0,2
0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.82767402,3,2,2,2,1,3,0,0
0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0,0,1,0,0,0,1,0,2
0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0,1,2,2,0,0,3,0,3
0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0,2,2,3,0,2,3,0,1
0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0,3,2,2,0,1,3,0,1
0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0,3,2,1,0,0,3,0,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0,3,2,1,0,0,3,0,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0,3,2,1,0,0,3,0,0
0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0,3,2,1,0,0,3,0,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0,3,2,1,0,0,3,0,1
0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0,3,2,3,0,2,3,0,0
0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0,3,2,1,0,0,3,0,1
0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0,3,2,2,0,1,3,0,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.613966678,3,2,1,0,1,3,0,0
0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0,1,2,2,1,1,3,0,3
0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0,1,1,0,1,0,3,0,3
0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0,1,2,2,1,1,3,0,0
0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0,1,2,1,1,0,3,0,1
0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0,2,2,3,1,2,3,0,0
0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.87912088,3,2,3,1,2,3,0,0
0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0,0,1,0,0,0,1,0,1
0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0,1,2,2,0,2,2,0,2
0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0,1,2,2,0,1,3,0,1
0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0,1,0,1,0,1,3,0,1
0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0,1,2,1,0,0,3,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0,2,2,1,0,0,3,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0,2,2,1,0,0,3,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0,3,2,3,0,3,3,0,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.42857143,3,2,2,0,1,3,0,0
0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0,2,2,3,1,3,3,0,2
0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0,2,1,0,0,0,3,0,1
0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.27102804,3,2,3,0,2,3,0,0
0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,1,0,3
0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,1,2,2,3,1,3,0,2
0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,2,2,3,3,2,3,0,2
0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,3,2,1,3,1,3,0,0
0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,2,1,1,3,0,3
0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,1,1,0,3,0,3,0,3
0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,1,2,1,3,1,3,0,0
0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,2,1,2,3,0,2
0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,1,0,1,1,1,3,0,3
0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,1,2,2,1,1,3,0,1
0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,1,2,2,1,1,3,0,3
0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,1,1,0,3,0,3,0,3
0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.23543689,3,2,3,3,3,3,0,0
0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0,2,2,3,1,3,3,0,1
0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,2,1,0,1,0,3,0,2
0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.85287081,3,2,3,1,3,3,0,1
0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,1,2,2,1,1,3,0,2
0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,1,1,0,0,0,3,0,1
0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.91128203,1,1,2,1,2,1,1,0
001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,1,1,0,3
001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,2
001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,3,2,3,3,3,3,0,2
001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,3,2,2,3,1,3,0,0
001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,3,2,3,1,3,3,0,3
001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,3,1,0,3,0,3,0,3
001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.58779301,3,2,3,3,3,3,0,0
001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,2
001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,1,2,2,3,2,3,0,3
001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.2837562,1,1,1,3,1,2,0,1
001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,3
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0,3,2,3,3,3,3,0,3
001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0,3,2,3,3,2,3,0,0
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.378294036,3,0,2,3,2,3,0,3
001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0,1,1,3,1,2,1,0,1
001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,1,1,0,1,0,1,0,2
001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.56168831,2,2,3,1,3,2,0,1
001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,2,2,3,1,3,3,0,2
001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,2,1,0,3,0,3,0,1
001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.12744265,3,2,3,3,2,3,0,0
0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,0,1,0,3
0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,1,2,3,3,2,2,0,2
0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,2,2,2,3,1,3,0,2
0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.973684211,2,0,2,3,2,1,0,0
0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,1,0,1,0,3
0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,1,0,1,0,3
0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.52830606,1,0,2,1,2,0,0,0
0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,1,0,1,0,2
0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,1,1,3,1,3,1,0,3
0026-F14,3.1.3.0,226-001-BARNES-F14,2,PS,71.02064127,1,0,1,1,1,0,0,1
0026-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,2,0,3,1,3,0,0,3
0026-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,2,0,1,1,0,0,0,3
0026-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0,3,1,3,1,3,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0,3,0,1,1,0,0,0,1
0026-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0,3,0,1,1,2,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0,3,2,2,1,1,1,0,1
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0,3,2,2,1,2,1,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0,3,2,3,1,2,1,0,1
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0,3,0,1,1,0,1,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0,3,2,3,1,3,1,0,1
0026-F14,4.-1.3.1,226-001-BARNES-F14,3,PS,0,3,1,3,1,3,1,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,-113.037448,3,1,3,1,3,1,0,1
0026-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0,0,1,0,0,0,1,0,2
0026-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0,1,1,2,0,2,1,0,1
0026-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0,1,0,1,0,1,0,0,1
0026-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,81.07142857,1,1,2,0,1,0,0,0
0026-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0,0,0,1,1,0,0,0,1
0026-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0,1,0,2,1,2,0,0,1
0026-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0,1,1,0,1,0,0,0,1
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0,1,1,1,1,0,0,0,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0,1,2,3,1,2,1,0,0
0026-F14,6.-1.4.1,226-001-BARNES-F14,5,PS,-25.47297297,2,0,2,1,2,0,0,0
0030-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,1,2,3,1,2,3,0,3
0030-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,1,0,1,1,0,3,0,2
0030-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,1,1,0,0,1,3,0,2
0030-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-65.13157895,2,0,3,0,3,1,0,0
0030-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,2,0,1,0,3
0030-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,0,2,0,1,0,3
0030-F14,2.1.3.0,226-001-BARNES-F14,1,PS,41.26603273,1,0,2,2,2,0,0,0
0030-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,1,0,1,0,2
0030-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0,1,0,2,1,2,0,0,3
0030-F14,3.1.3.0,226-001-BARNES-F14,1,PS,48.33156564,1,0,1,1,2,0,0,1
0030-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,0,3,1,1,0,3
0030-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0,2,0,3,3,3,0,0,3
0030-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.28744799,3,0,3,3,3,0,0,0
0030-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,0,3,0,1,0,1
0030-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0,0,0,1,3,2,0,0,2
0030-F14,5.1.3.0,226-001-BARNES-F14,2,PS,0.132433356,1,0,3,3,3,0,0,1
0030-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0,0,0,1,1,1,0,0,1
0030-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0,0,1,0,0,0,0,0,1
0030-F14,6.-1.3.0,226-001-BARNES-F14,2,WE,0,0,1,0,1,0,0,0,1
0030-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-36.93262641,1,0,3,1,3,0,0,0
0033-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,2,2,3,1,2,3,0,3
0033-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0,2,1,0,3,0,3,0,2
0033-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0,2,1,0,3,1,3,0,2
0033-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0,3,2,3,3,2,3,0,0
0033-F14,1.0.1.0,226-001-BARNES-F14,5,PS,-34.86842105,3,2,2,3,1,3,0,3
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0,3,2,3,1,3,3,0,3
0033-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0,3,1,0,3,0,3,0,3
0033-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0,3,2,1,3,1,3,0,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0,3,2,3,3,2,3,0,3
0033-F14,2.-1.1.0,226-001-BARNES-F14,5,PS,0,3,2,2,3,1,3,0,2
0033-F14,2.-1.4.0,226-001-BARNES-F14,5,PS,32.93293718,3,2,2,3,1,3,0,0
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0,3,2,3,1,3,3,0,2
0033-F14,3.1.2.0,226-001-BARNES-F14,5,WE,0,3,1,0,3,0,3,0,3
0033-F14,3.1.3.0,226-001-BARNES-F14,5,PS,0,3,2,3,3,3,3,0,1
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0,3,2,2,3,1,3,0,2
0033-F14,3.-1.1.0,226-001-BARNES-F14,5,PS,0,3,2,3,3,3,3,0,2
0033-F14,3.-1.4.0,226-001-BARNES-F14,6,PS,-83.3392414,3,2,3,3,2,3,0,0
0033-F14,4.1.1.0,226-001-BARNES-F14,6,WE,0,0,1,0,3,0,1,0,3
0033-F14,4.1.2.0,226-001-BARNES-F14,6,PS,0,3,2,3,3,3,3,0,3
0033-F14,4.1.3.0,226-001-BARNES-F14,6,PS,174.3818681,3,2,3,3,2,3,0,0
0033-F14,5.1.1.0,226-001-BARNES-F14,6,WE,0,0,1,0,3,0,1,0,1
0033-F14,5.1.2.0,226-001-BARNES-F14,6,PS,0,1,2,2,3,2,2,0,2
0033-F14,5.1.3.0,226-001-BARNES-F14,6,PS,-70.63824334,2,2,3,3,2,3,0,1
0033-F14,6.1.1.0,226-001-BARNES-F14,6,PS,0,1,2,3,1,2,2,0,2
0033-F14,6.1.2.0,226-001-BARNES-F14,6,WE,0,1,1,0,3,0,2,0,1
0033-F14,6.1.3.0,226-001-BARNES-F14,6,PS,0,2,2,3,3,1,3,0,0
0033-F14,6.-1.3.0,226-001-BARNES-F14,7,PS,0,2,2,1,3,0,3,0,1
